Cite Number,Issue Date,Violat,Sublocatio,Street,Meter #,Is Wa,Due
M201306236,01/16/2018,X,1600,LUCIA AVE,1689,NO,0.00
M200006422,01/16/2018,X,S2400,FLOYD ST,4444,NO,50.00
M201707006,01/16/2018,X,400W,MUHAMMAD ALI BLVD,4833,NO,50.00
M201404622,01/17/2018,X,400S,PRESTON ST,1614,NO,0.00
M202802848,01/17/2018,X,300,MUHAMMAD ALI BLVD,2441,NO,0.00
M200006429,01/17/2018,X,W600,MAIN ST,295,NO,50.00
M201306283,01/17/2018,X,W,JEFFERSON ST,2450,NO,0.00
M201306301,01/17/2018,X,S,6TH ST,261,NO,50.00
M201609234,01/18/2018,X,200E,CHESTNUT ST,1176,NO,50.00
M201609241,01/18/2018,X,300W,CHESTNUT ST,1390,NO,0.00
M202705536,01/18/2018,X,W500,JEFFERSON ST,645,NO,50.00
M202705539,01/18/2018,X,W500,JEFFERSON ST,226,NO,50.00
M201609252,01/18/2018,X,500W,LIBERTY ST,789,NO,50.00
M201609255,01/18/2018,X,400S,6TH ST,386,NO,50.00
M201609257,01/18/2018,X,400S,6TH ST,389,NO,0.00
M202705556,01/18/2018,X,W600,JEFFERSON ST,426,NO,0.00
M201306341,01/18/2018,X,100N,1ST ST,2415,NO,50.00
M201609269,01/19/2018,X,200E,CHESTNUT ST,1173,NO,0.00
M201609283,01/19/2018,X,500,HANCOCK ST,1704,NO,50.00
M201404682,01/19/2018,X,300S,8TH ST,201,NO,50.00
M201306389,01/19/2018,X,MA416E,MAIN ST,2895,NO,50.00
M201707061,01/19/2018,X,700W,MAIN ST,315,NO,50.00
M202705616,01/19/2018,X,W500,JEFFERSON ST,650,NO,0.00
M201306400,01/19/2018,X,1-202S,1ST ST,3011,NO,0.00
M201609328,01/20/2018,X,100S,7TH ST,147,NO,0.00
M201609333,01/20/2018,X,700W,MAIN ST,305,NO,0.00
M201507200,01/20/2018,X,500BLOCK,1ST ST,NA,NO,50.00
M201507206,01/20/2018,X,200BLOCK,CHESTNUT ST,NA,NO,50.00
M201609346,01/20/2018,X,200W,MUHAMMAD ALI BLVD,2252,NO,0.00
M200506582,01/20/2018,X,600E,MARKET ST,2721,NO,0.00
M200506589,01/20/2018,X,600E,MARKET ST,2723,NO,0.00
M200506598,01/20/2018,X,1600E,ELLWOOD AVE,4631,NO,0.00
M200506622,01/20/2018,X,2200S,DUNDEE RD,4589,NO,0.00
M201108687,01/22/2018,X,100,4TH ST,2560,NO,50.00
M200408343,01/22/2018,X,1800,4TH ST,4323,NO,0.00
M201609358,01/22/2018,X,500W,LIBERTY ST,799,NO,50.00
M201306420,01/22/2018,X,WA205E,WASHINGTON ST,2671,NO,50.00
M201609404,01/23/2018,X,500W,LIBERTY ST,785,NO,0.00
M201306466,01/23/2018,X,STO1105E,STORY AVE,4883,YES,0.00
M201306484,01/23/2018,X,M602BE,MARKET ST,2712,NO,50.00
M201404761,01/23/2018,X,600S,BROOK ST,1137,NO,50.00
M201609434,01/23/2018,X,300S,3RD ST,2332,NO,0.00
M201609436,01/23/2018,X,300W,MUHAMMAD ALI BLVD,2443,NO,0.00
M201609456,01/24/2018,X,500E,CHESTNUT ST,1421,NO,50.00
M200806191,01/24/2018,X,W500,JEFFERSON ST,654,NO,50.00
M200706176,01/24/2018,X,100S,7TH ST,141,NO,50.00
M200706180,01/24/2018,X,400W,MAIN ST,2643,NO,0.00
M200609676,01/25/2018,X,600,5TH ST,1943,NO,0.00
M200806221,01/25/2018,X,E600,MARKET ST,2740,NO,0.00
M202705698,01/25/2018,X,W800,LIBERTY ST,726,NO,0.00
M200806222,01/25/2018,X,E600,MARKET ST,2719,NO,0.00
M200609697,01/25/2018,X,600,PRESTON ST,1269,NO,50.00
M200609700,01/25/2018,X,600,JACKSON ST,1597,NO,50.00
M200609707,01/25/2018,X,500,HANCOCK ST,1725,NO,0.00
M200609708,01/25/2018,X,500,HANCOCK ST,1724,NO,0.00
M200609710,01/25/2018,X,500,HANCOCK ST,1805,NO,50.00
M202705711,01/25/2018,X,W300,JEFFERSON ST,2514,NO,0.00
M200506724,01/25/2018,X,600,3RD ST,1873,NO,0.00
M201306587,01/25/2018,X,4-2005,4TH ST,4336,NO,50.00
M201404803,01/26/2018,X,500S,HANCOCK ST,4133,NO,0.00
M200506732,01/26/2018,X,600,MAIN ST,276,NO,0.00
M202705754,01/26/2018,X,S100,3RD ST,2547,NO,0.00
M200609764,01/26/2018,X,200,MUHAMMAD ALI BLVD,2250,NO,0.00
M201404823,01/26/2018,X,300E,CHESTNUT ST,1370,NO,50.00
M201609509,01/27/2018,X,100N,1ST ST,3037,NO,50.00
M201609512,01/27/2018,X,100E,CHESTNUT ST,921,NO,0.00
M202802995,01/27/2018,X,2000,4TH ST,4356,NO,50.00
M201609518,01/27/2018,X,200E,CHESTNUT ST,1364,NO,0.00
M201609529,01/27/2018,X,500,PRESTON ST,1617,NO,0.00
M200506754,01/27/2018,X,600E,MARKET ST,2711,NO,0.00
M200506756,01/27/2018,X,600E,MARKET ST,2730,NO,0.00
M201707081,01/27/2018,X,600S,BROOK ST,1122,NO,50.00
M202803016,01/27/2018,X,1900,4TH ST,4246,NO,0.00
M202401606,01/27/2018,X,S100,MARKET ST,367,NO,0.00
M202401608,01/27/2018,X,S100,6TH ST,104,NO,0.00
M200506792,01/27/2018,X,2000E,BONNYCASTLE AVE,4554,NO,0.00
M201707126,01/27/2018,X,400S,5TH ST,563,NO,50.00
M201707128,01/27/2018,X,100S,5TH ST,365,NO,0.00
M200408500,01/29/2018,X,2000,4TH ST,4371,NO,50.00
M201306597,01/29/2018,X,FL204S,FLOYD ST,3108,NO,0.00
M201404833,01/29/2018,X,500S,JACKSON ST,1562,NO,50.00
M201108756,01/29/2018,X,300,MUHAMMAD ALI BLVD,2257,NO,50.00
M202803029,01/29/2018,X,200,8TH ST,184,NO,50.00
M200006742,01/30/2018,X,S100,5TH ST,66,NO,50.00
M200609833,01/30/2018,X,300,LIBRARY LOT,1,NO,0.00
M201306645,01/30/2018,X,M301E,MARKET ST,2692,NO,0.00
M201404871,01/30/2018,X,600S,FLOYD ST,1503,NO,50.00
M201306654,01/30/2018,X,1-205BN,1ST ST,3023,NO,0.00
M201306658,01/30/2018,X,1-211BN,1ST ST,3041,NO,0.00
M200806268,01/30/2018,X,E600,MARKET ST,2711,NO,0.00
M201707150,01/30/2018,X,100S,6TH ST,90,NO,0.00
M201306660,01/30/2018,X,3036,1ST ST,3036,NO,50.00
M200609851,01/30/2018,X,600,7TH ST,1986,NO,50.00
M200609855,01/30/2018,X,100,CHESTNUT ST,868,NO,0.00
M200609861,01/30/2018,X,600,1ST ST,1022,NO,0.00
M201108763,01/31/2018,X,500,MARKET ST,2581,NO,0.00
M201609558,01/31/2018,X,600S,PRESTON ST,1278,NO,50.00
M200806283,01/31/2018,X,E600,MARKET ST,2711,NO,50.00
M201707171,01/31/2018,X,200S,7TH ST,149,NO,0.00
M201306713,01/31/2018,X,1-211AN,1ST ST,3040,NO,50.00
M200609898,01/31/2018,X,600,1ST ST,1030,NO,0.00
M202705866,01/31/2018,X,S300,8TH ST,191,NO,0.00
M200609905,01/31/2018,X,600,7TH ST,1970,NO,0.00
M200706219,01/31/2018,X,100S,FLOYD ST,3091,NO,0.00
M202705874,01/31/2018,X,W500,JEFFERSON ST,648,NO,0.00
M202705891,01/31/2018,X,W600,JEFFERSON ST,423,NO,50.00
M200609923,02/01/2018,X,800,JEFFERSON ST,664,NO,0.00
M201306759,02/01/2018,X,M301EL,MARKET ST,2693,NO,0.00
M201306760,02/01/2018,X,M301ER,MARKET ST,2692,NO,50.00
M200609935,02/01/2018,X,600,1ST ST,1030,NO,0.00
M200706264,02/01/2018,X,400W,MARKET ST,2570,NO,0.00
M200706267,02/01/2018,X,200W,MAIN ST,2620,NO,50.00
M200506816,02/02/2018,X,E300,MUHAMMAD ALI BLVD,1296,NO,0.00
M201306802,02/02/2018,X,STO1203B,STORY AVE,2945,NO,0.00
M200609969,02/02/2018,X,200,MUHAMMAD ALI BLVD,2374,NO,0.00
M201707221,02/02/2018,X,600W,WASHINGTON ST,97,NO,0.00
M202900051,02/02/2018,X,W400,LIBERTY ST,2243,NO,50.00
M201609642,02/03/2018,X,100E,CHESTNUT ST,921,NO,50.00
M201707242,02/03/2018,X,300S,5TH ST,2368,NO,50.00
M201609691,02/03/2018,X,100E,MAIN ST,2663,NO,0.00
M200609995,02/05/2018,X,400,2ND ST,2313,NO,0.00
M200609996,02/05/2018,X,500,5TH ST,2049,NO,50.00
M201404952,02/05/2018,X,200E,ABRAHAM FLEXNER WAY,1076,NO,0.00
M200610005,02/05/2018,X,600,4TH ST,2044,NO,0.00
M202803096,02/05/2018,X,100,7TH ST,140,NO,50.00
M202900117,02/05/2018,X,1600,BARDSTOWN RD,2369,NO,0.00
M200610044,02/06/2018,X,100,MUHAMMAD ALI BLVD,1091,NO,0.00
M201609723,02/06/2018,X,300S,5TH ST,2366,NO,50.00
M201609728,02/06/2018,X,600W,JEFFERSON ST,426,NO,50.00
M200806325,02/06/2018,X,E600,MARKET ST,2712,NO,0.00
M201108870,02/06/2018,X,300,CARDINAL BLVD,4301,NO,50.00
M201609762,02/07/2018,X,400W,LIBERTY ST,2243,NO,0.00
M200610114,02/07/2018,X,500,5TH ST,2056,NO,0.00
M200610135,02/07/2018,X,700,4TH ST,4278,NO,0.00
M202900195,02/07/2018,X,W500,JEFFERSON ST,228,NO,50.00
M201108890,02/08/2018,X,400,7TH ST,611,NO,50.00
M200006987,02/08/2018,X,W700,MAIN ST,301,NO,0.00
M201108897,02/08/2018,X,600,GUTHRIE ST,408,NO,50.00
M202803146,02/08/2018,X,1800,4TH ST,4325,NO,0.00
M200610211,02/09/2018,X,300,LIBRARY PL,4179,NO,0.00
M201707314,02/10/2018,X,400W,MUHAMMAD ALI BLVD,2420,NO,0.00
M201707330,02/10/2018,X,400W,MAIN ST,2638,NO,0.00
M202803202,02/10/2018,X,1900,3RD ST,4218,NO,0.00
M201609896,02/12/2018,X,100S,1ST ST,2779,NO,50.00
M201609901,02/12/2018,X,300S,6TH ST,261,NO,50.00
M201609911,02/12/2018,X,300S,8TH ST,209,NO,50.00
M202803215,02/12/2018,X,500,LIBERTY ST,377,NO,50.00
M201507317,02/12/2018,X,100,BROOK ST,3053,NO,0.00
M201507330,02/12/2018,X,1900,4TH ST,4233,NO,0.00
M202900289,02/12/2018,X,W400,JEFFERSON ST,2470,NO,0.00
M200007057,02/13/2018,X,E400,CHESTNUT ST,1644,NO,50.00
M201108910,02/13/2018,X,600,MAIN ST,298,NO,0.00
M200610261,02/13/2018,X,700,3RD ST,3765,NO,0.00
M200610262,02/13/2018,X,700,3RD ST,3765,NO,50.00
M201405120,02/13/2018,X,300E,MUHAMMAD ALI BLVD,1293,NO,50.00
M200706383,02/13/2018,X,600W,WASHINGTON ST,330,NO,0.00
M200706386,02/13/2018,X,700W,MAIN ST,311,NO,0.00
M200610293,02/13/2018,X,600,4TH ST,2046,NO,50.00
M200303652,02/14/2018,X,E200,CHESTNUT ST,1169,NO,0.00
